Major Occupation Group ID,Major Occupation Group,Minor Occupation Group ID,Minor Occupation Group,Broad Occupation ID,Broad Occupation,Detailed Occupation ID,Detailed Occupation,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2020,38522.13333333333,20480.43182378929,3.0,15.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2021,41098.769230769234,20629.327711971575,3.0,13.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2022,44703.42857142857,21295.270445924827,3.0,14.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519191,Adhesive bonding machine operators & tenders,2023,44344.90476190476,24336.18979241031,4.0,21.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2014,28621.194444444445,51641.499381670226,3.0,36.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2015,9389.125,158.93726100890166,1.0,8.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2016,9507.727272727272,246.4730359241303,1.0,11.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2017,9720.307692307691,75.15395968822978,1.0,13.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2018,9957.214285714286,202.71164893821384,1.0,14.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2019,38486.5,394.1340946619564,1.0,8.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2020,38280.5,8816.035648284254,2.0,12.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2021,47191.046875,25969.383142110397,5.0,64.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2022,51029.015625,28018.556511927,5.0,64.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519194,Etchers & engravers,2023,45768.318681318684,37668.093432616384,6.0,91.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2014,24072.045454545456,57190.92364706162,5.0,44.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2015,10160.929824561403,17081.199754830977,6.0,57.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2016,8199.91111111111,11683.169366174947,5.0,45.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2017,8338.533333333333,13163.654075844115,4.0,45.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2018,16137.835294117647,22301.723407887155,5.0,85.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2019,12079.30985915493,19951.83741767471,10.0,142.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2020,13278.282608695652,28614.69441343342,6.0,92.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2021,13298.952830188678,27342.348989358205,7.0,106.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2022,14563.045871559632,29262.141201120383,7.0,109.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519195,"Molders, shapers, & casters, except metal & plastic",2023,6250.1506849315065,22675.882620892968,6.0,73.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2014,60241.319708029194,17268.503970723337,34.0,685.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2015,59158.83652173913,16756.198139044252,29.0,575.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2016,70164.59969325154,16972.94172905477,29.0,652.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2017,74662.70967741935,18516.09124169529,28.0,589.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2018,79582.76672694394,18096.02877303617,24.0,553.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2019,80702.19172932331,19625.043094082754,23.0,532.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2020,82327.31509846827,22212.132410787315,20.0,457.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2021,75036.45901639345,37363.063013257015,14.0,244.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2022,81032.27777777778,38505.316914931056,14.0,198.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519196,"Paper goods machine setters, operators, & tenders",2023,74964.7951807229,53792.282769275735,14.0,166.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519197,Tire builders,2014,28232.894736842107,7097.606419392041,2.0,57.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519197,Tire builders,2015,30046.617647058825,129.01918273197438,1.0,34.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519198,Helpersproduction workers,2014,30350.439393939392,46021.124326389014,8.0,132.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519198,Helpersproduction workers,2015,24059.006369426752,43987.8634041726,8.0,157.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519198,Helpersproduction workers,2016,22704.122448979593,45013.03683197648,7.0,147.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519198,Helpersproduction workers,2017,9303.745614035088,23217.23252681241,5.0,114.0
510000-530000,"Production, Transportation, & Material Moving Occupations",510000,Production Occupations,510000,Production Occupations,519198,Helpersproduction workers,2018,12013.79365079365,17722.062207405816,4.0,126.0
